customer_name,country,city,sub_channel,product_class,sales,quantity,price,month,year,manager,name_of_sales_rep
PharmaPlus,India,Mumbai,Wholesale,Analgesics,19580.92,147,137.06,May,2017,James Goodwill,Michael Brown
Apollo Pharmacy,Australia,Perth,Distributor,Vaccines,25495.15,69,422.55,October,2021,Sarah Connor,Laura Adams
HealthKart,UK,Manchester,Retail,Analgesics,12852.4,49,223.24,October,2021,Peter White,Laura Adams
LifeCare,USA,Los Angeles,Wholesale,Vaccines,6275.93,100,75.41,May,2024,James Goodwill,Michael Brown
HealthKart,India,Chennai,Wholesale,Vaccines,9628.03,39,253.27,September,2017,James Goodwill,Michael Brown
Apollo Pharmacy,India,Rendsburg,Distributor,Antibiotics,630.42,57,13.44,February,2022,Sarah Connor,Laura Adams
Apollo Pharmacy,Canada,Calgary,Online,Antivirals,45925.27,174,309.01,December,2018,Raj Malhotra,Sophia Patel
HealthKart,USA,Los Angeles,Wholesale,Vitamins,14164.7,31,462.09,March,2022,Raj Malhotra,Amit Sharma
PharmaPlus,Canada,Calgary,Distributor,Vitamins,19195.39,158,148.55,February,2021,James Goodwill,Priya Mehta
CurePoint,Germany,Hamburg,Retail,Vaccines,10685.41,86,138.24,January,2023,Linda Grey,Laura Adams
HealthZone,Germany,Munich,Retail,Vitamins,1682.99,14,132.28,October,2019,Linda Grey,Emily Clark
MediStore,India,Mumbai,Online,Analgesics,45593.21,182,220.15,November,2020,Peter White,Michael Brown
RemedyMart,India,Rendsburg,Retail,Antibiotics,2927.47,70,42.03,June,2023,Raj Malhotra,Amit Sharma
RemedyMart,UK,Leeds,Wholesale,Antibiotics,6322.24,184,32.79,December,2020,Linda Grey,Laura Adams
LifeCare,France,Toulouse,Distributor,Antivirals,8479.16,107,78.23,May,2024,Linda Grey,John Doe
HealthZone,India,Mumbai,Wholesale,Vaccines,52162.13,161,388.21,August,2020,Peter White,Michael Brown
BioHealth,India,Chennai,Distributor,Vaccines,3152.51,143,20.69,March,2023,Sarah Connor,Robert Wilson
MediStore,France,Lyon,Distributor,Vitamins,12405.96,148,72.71,March,2022,Raj Malhotra,Laura Adams
MedLife,Brazil,São Paulo,Wholesale,Vaccines,5133.54,149,35.61,November,2020,Linda Grey,Sophia Patel
CurePoint,Australia,Brisbane,Wholesale,Antivirals,40354.88,128,315.97,July,2023,Linda Grey,Emily Clark
CurePoint,Canada,Ottawa,Wholesale,Antivirals,3025.44,21,135.7,October,2018,Linda Grey,Laura Adams
RemedyMart,USA,San Francisco,Online,Analgesics,46673.44,165,287.01,August,2021,James Goodwill,Emily Clark
MediStore,Australia,Brisbane,Retail,Antibiotics,50077.64,89,474.05,August,2018,Peter White,Sophia Patel
Apollo Pharmacy,USA,Houston,Wholesale,Analgesics,10719.22,189,65.91,October,2019,Raj Malhotra,Priya Mehta
MediStore,UK,Leeds,Online,Vaccines,35180.01,196,214.82,September,2018,James Goodwill,Priya Mehta
HealthKart,USA,New York,Distributor,Antibiotics,24739.32,86,285.0,June,2017,Peter White,Laura Adams
HealthKart,Germany,Frankfurt,Retail,Analgesics,7122.73,61,121.43,October,2024,Raj Malhotra,David Garcia
CurePoint,UK,Manchester,Online,Antivirals,2010.17,43,43.16,September,2021,Sarah Connor,David Garcia
HealthZone,Germany,Munich,Distributor,Vitamins,4697.56,17,310.32,August,2018,Linda Grey,David Garcia
RemedyMart,France,Toulouse,Online,Analgesics,21012.34,98,247.5,December,2024,Sarah Connor,David Garcia
Apollo Pharmacy,Germany,Frankfurt,Online,Vaccines,594.71,2,335.45,July,2020,Peter White,William Lee
BioHealth,UK,London,Wholesale,Antivirals,16884.75,74,236.52,April,2018,Peter White,John Doe
LifeCare,France,Paris,Wholesale,Vitamins,43194.75,125,377.15,November,2020,James Goodwill,Priya Mehta
CurePoint,Australia,Adelaide,Wholesale,Antivirals,10267.14,168,64.85,August,2022,Sarah Connor,Amit Sharma
PharmaPlus,France,Paris,Retail,Antibiotics,3912.54,99,35.46,April,2017,Raj Malhotra,David Garcia
Apollo Pharmacy,Brazil,Brasília,Distributor,Antivirals,38930.17,192,176.49,November,2017,Peter White,Michael Brown
LifeCare,UK,Manchester,Distributor,Vaccines,29176.07,154,171.81,July,2017,Peter White,Amit Sharma
RemedyMart,Germany,Berlin,Online,Vitamins,18171.51,143,110.39,July,2023,Raj Malhotra,Robert Wilson
RemedyMart,France,Toulouse,Wholesale,Vaccines,45351.99,116,436.58,August,2017,Linda Grey,Sophia Patel
HealthZone,USA,New York,Online,Antibiotics,91768.6,168,492.64,June,2021,Sarah Connor,Michael Brown
CurePoint,France,Paris,Retail,Antivirals,44914.89,191,280.73,January,2019,James Goodwill,John Doe
CurePoint,India,Chennai,Retail,Vitamins,60596.9,131,455.52,April,2022,Sarah Connor,Robert Wilson
BioHealth,Canada,Ottawa,Online,Vitamins,1131.21,6,192.25,August,2023,Linda Grey,David Garcia
PharmaPlus,Canada,Toronto,Online,Analgesics,26821.77,123,196.41,September,2021,Raj Malhotra,Priya Mehta
MediStore,Canada,Vancouver,Retail,Analgesics,4721.88,51,105.85,August,2024,Sarah Connor,John Doe
LifeCare,Australia,Melbourne,Distributor,Antivirals,1346.83,8,150.7,November,2022,Peter White,Michael Brown
MedLife,Brazil,Fortaleza,Wholesale,Analgesics,22064.84,164,145.46,June,2019,Peter White,William Lee
LifeCare,UK,Liverpool,Distributor,Analgesics,32593.17,137,204.03,January,2022,Sarah Connor,David Garcia
RemedyMart,USA,Los Angeles,Online,Antivirals,26971.17,104,264.89,May,2021,Sarah Connor,Laura Adams
CurePoint,Canada,Vancouver,Retail,Antibiotics,73156.48,198,398.7,April,2020,Peter White,Michael Brown
HealthZone,Germany,Berlin,Online,Vitamins,28528.62,131,187.92,November,2022,Raj Malhotra,John Doe
Apollo Pharmacy,France,Lyon,Online,Antibiotics,45071.83,107,491.93,March,2022,Raj Malhotra,David Garcia
MediStore,Australia,Brisbane,Wholesale,Vitamins,3215.04,129,26.36,May,2020,Sarah Connor,John Doe
PharmaPlus,UK,London,Retail,Vitamins,45535.08,160,330.6,August,2017,Sarah Connor,Michael Brown
LifeCare,India,Bangalore,Retail,Antivirals,1905.58,4,401.31,October,2024,Sarah Connor,Michael Brown
HealthZone,USA,San Francisco,Wholesale,Antibiotics,9425.96,19,442.38,November,2024,James Goodwill,Sophia Patel
PharmaPlus,Canada,Toronto,Online,Vaccines,9163.01,46,166.64,March,2023,James Goodwill,Michael Brown
BioHealth,France,Paris,Wholesale,Vaccines,57254.51,109,492.21,March,2021,James Goodwill,Sophia Patel
PharmaPlus,France,Paris,Retail,Vaccines,2622.61,13,168.28,March,2022,Raj Malhotra,John Doe
HealthKart,UK,Leeds,Retail,Analgesics,4250.55,59,89.49,April,2018,Raj Malhotra,John Doe
HealthKart,France,Paris,Retail,Antivirals,1127.92,25,55.58,December,2020,James Goodwill,Emily Clark
HealthZone,Canada,Ottawa,Online,Antivirals,54931.3,148,446.23,May,2021,Peter White,John Doe
MedLife,Germany,Frankfurt,Distributor,Antivirals,60542.56,133,486.99,March,2023,Linda Grey,Emily Clark
BioHealth,Brazil,Rio de Janeiro,Online,Vaccines,3762.47,9,411.34,August,2019,Linda Grey,John Doe
HealthKart,USA,Los Angeles,Retail,Antivirals,9728.3,60,164.03,March,2021,Raj Malhotra,William Lee
MedLife,Australia,Sydney,Wholesale,Antivirals,53344.66,175,329.32,May,2020,Peter White,Laura Adams
HealthZone,Germany,Frankfurt,Distributor,Antivirals,58373.32,131,441.11,December,2023,Peter White,John Doe
PharmaPlus,USA,Houston,Online,Analgesics,1145.56,21,65.34,May,2022,Raj Malhotra,Laura Adams
RemedyMart,India,Rendsburg,Online,Vitamins,17593.25,161,127.54,July,2023,Linda Grey,Michael Brown
MedLife,Australia,Perth,Distributor,Vaccines,13384.25,41,372.44,July,2022,Peter White,Emily Clark
PharmaPlus,Australia,Perth,Retail,Antivirals,25873.28,75,329.06,November,2020,James Goodwill,William Lee
RemedyMart,France,Toulouse,Wholesale,Antibiotics,62575.36,150,371.65,November,2021,Linda Grey,Robert Wilson
PharmaPlus,UK,London,Online,Analgesics,48507.66,94,489.76,February,2021,Sarah Connor,John Doe
LifeCare,USA,New York,Distributor,Vaccines,39681.39,125,341.33,February,2019,Peter White,Amit Sharma
RemedyMart,USA,New York,Retail,Vitamins,2139.07,168,11.87,February,2017,Sarah Connor,Robert Wilson
MedLife,Canada,Ottawa,Distributor,Antivirals,75727.12,198,429.31,February,2018,Raj Malhotra,William Lee
CurePoint,UK,Manchester,Wholesale,Vitamins,3890.64,87,47.77,June,2023,Raj Malhotra,Priya Mehta
MedLife,France,Paris,Online,Analgesics,44799.75,186,261.2,June,2022,James Goodwill,Robert Wilson
CurePoint,Germany,Berlin,Online,Analgesics,9197.85,191,43.57,March,2023,James Goodwill,Michael Brown
BioHealth,Brazil,Brasília,Retail,Vitamins,70212.62,181,330.05,December,2021,Linda Grey,Amit Sharma
LifeCare,Brazil,São Paulo,Retail,Antibiotics,62325.87,145,385.37,April,2017,James Goodwill,Amit Sharma
LifeCare,France,Nice,Distributor,Vaccines,36775.58,77,450.44,October,2022,James Goodwill,William Lee
MedLife,France,Marseille,Distributor,Vaccines,46477.57,134,338.66,August,2023,Raj Malhotra,John Doe
MedLife,UK,London,Online,Antivirals,17407.66,91,200.98,October,2021,Raj Malhotra,Robert Wilson
Apollo Pharmacy,India,Chennai,Wholesale,Antivirals,62725.86,142,433.64,December,2020,Linda Grey,William Lee
RemedyMart,Germany,Berlin,Distributor,Vaccines,8327.2,35,212.25,August,2019,James Goodwill,Priya Mehta
RemedyMart,Germany,Frankfurt,Distributor,Vitamins,1531.2,84,18.82,June,2019,Sarah Connor,Amit Sharma
MedLife,Australia,Melbourne,Online,Antibiotics,5871.59,14,459.86,September,2018,James Goodwill,Sophia Patel
HealthZone,India,Bangalore,Online,Analgesics,74666.06,176,356.77,May,2017,James Goodwill,John Doe
CurePoint,USA,Houston,Retail,Antibiotics,55769.0,131,379.44,October,2022,Linda Grey,Amit Sharma
BioHealth,Brazil,Rio de Janeiro,Wholesale,Antivirals,90904.96,173,481.78,February,2019,Peter White,Michael Brown
LifeCare,India,Mumbai,Retail,Vaccines,47121.26,124,416.4,May,2018,Linda Grey,Michael Brown
HealthZone,Germany,Rendsburg,Retail,Vitamins,35782.16,175,230.42,June,2022,Peter White,Amit Sharma
Apollo Pharmacy,Australia,Brisbane,Distributor,Vitamins,41732.89,181,274.94,November,2017,James Goodwill,Michael Brown
MedLife,USA,New York,Online,Antivirals,1004.28,30,32.6,February,2021,Peter White,Michael Brown
MediStore,Canada,Montreal,Wholesale,Antibiotics,8518.7,52,157.62,May,2020,Peter White,Emily Clark
MedLife,India,Mumbai,Online,Vaccines,71500.85,187,367.82,May,2021,Raj Malhotra,William Lee
BioHealth,India,Delhi,Distributor,Antibiotics,34423.33,68,439.85,November,2019,Linda Grey,William Lee
PharmaPlus,Germany,Rendsburg,Retail,Antibiotics,43482.88,125,300.68,January,2022,Sarah Connor,Sophia Patel
LifeCare,Germany,Frankfurt,Retail,Analgesics,40741.45,127,316.83,October,2024,Sarah Connor,William Lee
PharmaPlus,France,Nice,Distributor,Analgesics,20150.63,62,399.34,March,2023,Linda Grey,Priya Mehta
RemedyMart,Australia,Adelaide,Distributor,Vitamins,5514.0,35,141.21,February,2017,Peter White,Amit Sharma
BioHealth,Canada,Vancouver,Retail,Vaccines,6949.12,149,41.18,May,2024,Raj Malhotra,Amit Sharma
MediStore,Brazil,Rio de Janeiro,Wholesale,Analgesics,53233.06,195,249.3,September,2022,Sarah Connor,Laura Adams
RemedyMart,Brazil,Fortaleza,Online,Vitamins,5638.42,189,26.0,August,2023,Linda Grey,Robert Wilson
Apollo Pharmacy,France,Paris,Retail,Vaccines,1563.64,65,22.32,July,2022,James Goodwill,David Garcia
CurePoint,France,Paris,Distributor,Antibiotics,27043.88,168,165.3,April,2019,Sarah Connor,Laura Adams
BioHealth,Australia,Perth,Wholesale,Vaccines,3405.73,47,77.39,October,2017,Peter White,Emily Clark
HealthZone,Germany,Berlin,Distributor,Vaccines,12323.73,52,227.26,November,2022,Peter White,John Doe
CurePoint,Brazil,São Paulo,Retail,Vaccines,12980.95,51,228.17,March,2024,Peter White,Michael Brown
RemedyMart,Germany,Munich,Online,Analgesics,22726.7,179,126.34,March,2022,James Goodwill,Michael Brown
Apollo Pharmacy,Brazil,Brasília,Wholesale,Antivirals,3893.65,28,124.75,January,2018,Peter White,David Garcia
MedLife,Australia,Adelaide,Retail,Analgesics,26062.08,67,329.59,December,2019,Peter White,William Lee
Apollo Pharmacy,USA,New York,Online,Antivirals,46737.25,162,241.72,November,2017,Raj Malhotra,Michael Brown
HealthZone,Canada,Ottawa,Wholesale,Antivirals,19128.06,72,320.71,November,2017,Linda Grey,William Lee
MediStore,India,Bangalore,Wholesale,Antivirals,1426.85,153,11.43,November,2020,Raj Malhotra,John Doe
Apollo Pharmacy,Canada,Toronto,Retail,Vaccines,166.25,6,32.37,July,2020,Linda Grey,William Lee
HealthZone,USA,Houston,Online,Antivirals,29184.92,124,240.12,February,2019,Sarah Connor,Priya Mehta
BioHealth,USA,Houston,Retail,Antibiotics,23573.62,109,246.2,July,2021,Sarah Connor,Michael Brown
PharmaPlus,France,Paris,Distributor,Antivirals,7941.58,35,229.26,December,2022,Raj Malhotra,Priya Mehta
MedLife,France,Lyon,Retail,Analgesics,37360.36,177,263.12,November,2020,Peter White,David Garcia
Apollo Pharmacy,France,Paris,Wholesale,Vaccines,1785.56,46,34.25,June,2020,Peter White,David Garcia
MediStore,France,Toulouse,Retail,Antibiotics,8713.32,148,62.93,May,2023,James Goodwill,Michael Brown
HealthZone,India,Delhi,Online,Antibiotics,16962.55,85,224.88,March,2019,Sarah Connor,Emily Clark
MediStore,France,Lyon,Wholesale,Antivirals,19119.56,106,153.81,April,2023,Linda Grey,Amit Sharma
HealthZone,India,Bangalore,Retail,Antibiotics,3373.41,9,410.17,July,2018,Linda Grey,Priya Mehta
RemedyMart,Australia,Sydney,Wholesale,Analgesics,1049.03,17,65.78,October,2017,Raj Malhotra,Amit Sharma
HealthKart,India,Chennai,Retail,Vitamins,39541.09,167,291.64,October,2023,Sarah Connor,David Garcia
HealthKart,Australia,Melbourne,Online,Vitamins,81391.59,192,354.11,January,2018,James Goodwill,John Doe
RemedyMart,Germany,Rendsburg,Wholesale,Antibiotics,31038.06,77,465.42,December,2022,Raj Malhotra,Laura Adams
BioHealth,India,Chennai,Retail,Analgesics,35109.87,168,216.7,August,2020,Linda Grey,Robert Wilson
CurePoint,France,Toulouse,Retail,Vitamins,70953.09,189,359.88,June,2018,James Goodwill,Sophia Patel
MedLife,USA,New York,Retail,Vitamins,78721.94,161,413.66,March,2019,Peter White,David Garcia
MedLife,France,Nice,Retail,Analgesics,2237.45,197,10.77,August,2022,James Goodwill,Robert Wilson
LifeCare,Germany,Hamburg,Online,Antibiotics,35607.61,87,361.61,November,2021,Peter White,John Doe
MedLife,Canada,Ottawa,Online,Antivirals,58177.8,177,305.86,October,2023,Sarah Connor,Michael Brown
HealthKart,Germany,Munich,Distributor,Vitamins,73013.16,194,335.99,November,2022,Peter White,John Doe
LifeCare,Australia,Adelaide,Wholesale,Antibiotics,26553.33,164,190.84,August,2017,Raj Malhotra,Robert Wilson
MediStore,Canada,Ottawa,Wholesale,Vitamins,50547.73,156,279.3,August,2019,Peter White,Laura Adams
RemedyMart,Canada,Montreal,Retail,Antivirals,3528.43,76,49.29,May,2023,Sarah Connor,Robert Wilson
Apollo Pharmacy,Brazil,Fortaleza,Online,Vaccines,37510.08,167,212.21,July,2019,Sarah Connor,Laura Adams
HealthKart,UK,London,Distributor,Vitamins,89766.28,194,445.14,October,2021,Linda Grey,Michael Brown
HealthZone,Germany,Rendsburg,Retail,Antibiotics,53231.56,142,321.69,February,2023,Peter White,Sophia Patel
PharmaPlus,France,Toulouse,Online,Vitamins,9000.16,121,85.62,January,2017,Peter White,William Lee
Apollo Pharmacy,Canada,Vancouver,Online,Antibiotics,15877.42,198,69.07,January,2020,James Goodwill,Michael Brown
LifeCare,Germany,Frankfurt,Distributor,Vitamins,82669.57,166,416.22,January,2023,Sarah Connor,Laura Adams
CurePoint,USA,New York,Online,Antivirals,30.5,2,15.74,July,2019,James Goodwill,Michael Brown
RemedyMart,USA,New York,Online,Vitamins,31249.39,163,229.94,November,2023,Peter White,Priya Mehta
MedLife,UK,Leeds,Online,Vitamins,7263.75,101,70.27,March,2021,James Goodwill,Michael Brown
RemedyMart,India,Delhi,Retail,Antivirals,59620.23,153,367.3,March,2019,James Goodwill,William Lee
MedLife,France,Lyon,Wholesale,Analgesics,6382.38,28,199.82,November,2017,Raj Malhotra,Priya Mehta
CurePoint,India,Chennai,Online,Antibiotics,50712.79,164,339.75,May,2021,Linda Grey,William Lee
Apollo Pharmacy,Canada,Montreal,Wholesale,Analgesics,81062.73,181,432.25,October,2021,James Goodwill,Amit Sharma
MedLife,UK,London,Wholesale,Vaccines,48918.99,108,401.21,April,2020,Peter White,Emily Clark
LifeCare,India,Mumbai,Retail,Vitamins,50594.4,156,293.84,January,2017,Linda Grey,John Doe
Apollo Pharmacy,France,Marseille,Wholesale,Vaccines,3949.24,23,166.24,November,2017,James Goodwill,Sophia Patel
MedLife,Australia,Brisbane,Wholesale,Vaccines,1278.88,57,23.44,August,2017,Raj Malhotra,Priya Mehta
HealthZone,Canada,Montreal,Retail,Vaccines,25496.63,152,193.53,May,2017,Peter White,Laura Adams
MedLife,Brazil,São Paulo,Online,Antibiotics,44050.78,165,326.41,October,2024,Peter White,Michael Brown
RemedyMart,India,Delhi,Retail,Vaccines,10053.74,65,179.48,February,2018,Linda Grey,Emily Clark
Apollo Pharmacy,India,Rendsburg,Online,Vitamins,39358.26,157,263.45,December,2018,Sarah Connor,William Lee
CurePoint,UK,Liverpool,Wholesale,Vitamins,23894.88,163,176.9,January,2017,James Goodwill,David Garcia
PharmaPlus,USA,San Francisco,Distributor,Antivirals,31986.03,126,302.03,May,2024,Linda Grey,Michael Brown
BioHealth,France,Paris,Wholesale,Vaccines,18573.52,64,306.83,August,2020,Linda Grey,William Lee
PharmaPlus,Brazil,Rio de Janeiro,Online,Vaccines,34955.06,116,294.31,March,2018,Raj Malhotra,Laura Adams
HealthKart,Canada,Calgary,Retail,Vaccines,9217.01,31,347.25,September,2024,Sarah Connor,Emily Clark
CurePoint,India,Delhi,Distributor,Analgesics,10022.39,69,121.96,February,2021,Raj Malhotra,Priya Mehta
CurePoint,Canada,Vancouver,Online,Analgesics,30821.87,67,482.37,September,2019,Raj Malhotra,Amit Sharma
RemedyMart,France,Marseille,Wholesale,Antibiotics,20377.3,155,112.34,April,2021,Peter White,Priya Mehta
PharmaPlus,Australia,Sydney,Online,Vaccines,1205.5,51,21.44,November,2019,James Goodwill,Robert Wilson
MedLife,UK,Birmingham,Online,Vaccines,30343.94,143,249.05,August,2019,Peter White,Laura Adams
MedLife,Canada,Montreal,Distributor,Vaccines,9651.69,122,66.91,June,2024,Raj Malhotra,Priya Mehta
Apollo Pharmacy,India,Rendsburg,Online,Vaccines,23921.42,101,242.26,August,2021,Sarah Connor,Michael Brown
MediStore,UK,Manchester,Online,Vitamins,8918.16,18,415.09,February,2023,James Goodwill,Sophia Patel
CurePoint,Canada,Calgary,Distributor,Antibiotics,20369.04,77,307.37,January,2020,Linda Grey,Sophia Patel
BioHealth,France,Toulouse,Online,Vaccines,26999.17,145,198.9,May,2022,Sarah Connor,William Lee
PharmaPlus,Germany,Frankfurt,Online,Analgesics,33042.01,68,490.25,January,2020,Linda Grey,Robert Wilson
BioHealth,Brazil,Brasília,Wholesale,Vaccines,42905.64,141,275.44,May,2021,Raj Malhotra,Michael Brown
HealthKart,Brazil,Brasília,Online,Vaccines,48791.39,123,420.89,July,2021,Raj Malhotra,William Lee
PharmaPlus,Germany,Berlin,Retail,Vaccines,11792.03,98,137.07,November,2019,James Goodwill,Priya Mehta
BioHealth,Brazil,Fortaleza,Distributor,Antivirals,13724.1,85,177.8,October,2024,Raj Malhotra,Laura Adams
LifeCare,UK,Liverpool,Wholesale,Analgesics,18678.79,44,417.04,October,2023,Sarah Connor,John Doe
Apollo Pharmacy,Australia,Perth,Online,Antivirals,32499.93,129,294.43,September,2020,Sarah Connor,William Lee
CurePoint,Brazil,São Paulo,Online,Vaccines,44477.45,141,316.85,November,2018,Sarah Connor,Priya Mehta
CurePoint,UK,London,Retail,Vitamins,77020.19,179,393.37,November,2019,Raj Malhotra,John Doe
MedLife,Canada,Calgary,Distributor,Vitamins,26586.42,82,315.47,November,2019,Raj Malhotra,William Lee
CurePoint,USA,Los Angeles,Distributor,Analgesics,1977.58,19,108.64,June,2019,Linda Grey,Amit Sharma
MediStore,USA,Los Angeles,Online,Antibiotics,12987.31,28,427.75,November,2021,Peter White,William Lee
Apollo Pharmacy,Brazil,São Paulo,Distributor,Antivirals,17012.1,118,121.6,August,2024,Raj Malhotra,Amit Sharma
HealthKart,Brazil,Rio de Janeiro,Distributor,Analgesics,33435.8,117,303.57,October,2020,Sarah Connor,David Garcia
PharmaPlus,India,Chennai,Retail,Analgesics,17475.75,47,436.28,December,2022,James Goodwill,Laura Adams
MedLife,India,Bangalore,Distributor,Antibiotics,31939.95,139,279.17,June,2024,Raj Malhotra,Priya Mehta
MediStore,India,Chennai,Retail,Antibiotics,30731.84,184,145.13,March,2018,Linda Grey,Laura Adams
LifeCare,India,Chennai,Distributor,Antivirals,6867.09,12,485.11,February,2022,Raj Malhotra,David Garcia
BioHealth,UK,Liverpool,Retail,Vitamins,75063.2,154,490.68,November,2023,Peter White,Emily Clark
HealthKart,India,Delhi,Retail,Analgesics,22196.33,96,251.05,October,2024,Linda Grey,Laura Adams
MedLife,UK,Manchester,Wholesale,Vaccines,27812.6,102,266.0,August,2020,Peter White,Priya Mehta
MedLife,France,Lyon,Retail,Antibiotics,30245.2,151,199.4,February,2023,Linda Grey,John Doe
CurePoint,Australia,Sydney,Online,Vaccines,78829.19,179,448.28,July,2023,Raj Malhotra,William Lee
BioHealth,Brazil,Rio de Janeiro,Online,Vaccines,42268.7,92,415.48,January,2017,Linda Grey,Emily Clark
PharmaPlus,India,Rendsburg,Retail,Antibiotics,1605.67,4,405.23,March,2024,Sarah Connor,Laura Adams
RemedyMart,Canada,Montreal,Wholesale,Antivirals,2289.4,73,39.14,March,2024,Raj Malhotra,Emily Clark
PharmaPlus,Australia,Brisbane,Distributor,Analgesics,39838.79,81,425.01,May,2022,Peter White,William Lee
CurePoint,UK,Liverpool,Retail,Vaccines,21600.31,147,162.83,November,2018,Linda Grey,David Garcia
MedLife,France,Toulouse,Retail,Vitamins,18856.4,69,260.11,September,2021,Sarah Connor,Amit Sharma
BioHealth,India,Chennai,Wholesale,Analgesics,12663.49,31,369.67,October,2018,James Goodwill,Amit Sharma
MediStore,USA,San Francisco,Distributor,Analgesics,8313.58,22,346.98,May,2021,Linda Grey,John Doe
HealthKart,Canada,Ottawa,Retail,Analgesics,15258.6,54,268.34,May,2018,James Goodwill,Sophia Patel
HealthZone,Germany,Frankfurt,Wholesale,Vaccines,4376.23,21,185.77,January,2018,Peter White,Sophia Patel
RemedyMart,Australia,Brisbane,Online,Analgesics,56759.9,152,369.2,July,2024,Peter White,John Doe
PharmaPlus,USA,Los Angeles,Retail,Antivirals,20494.57,47,495.37,July,2019,Peter White,Sophia Patel
PharmaPlus,India,Bangalore,Online,Analgesics,9926.25,26,415.95,November,2017,James Goodwill,William Lee
LifeCare,India,Mumbai,Wholesale,Antivirals,4001.08,135,31.64,December,2021,Linda Grey,Priya Mehta
PharmaPlus,Australia,Sydney,Online,Vitamins,11824.0,37,372.83,December,2022,James Goodwill,David Garcia
RemedyMart,Australia,Melbourne,Retail,Antivirals,55936.46,136,386.77,October,2022,Linda Grey,Sophia Patel
MedLife,USA,Houston,Online,Vaccines,60813.4,127,443.37,October,2018,Raj Malhotra,Laura Adams
LifeCare,Australia,Sydney,Wholesale,Vitamins,10152.73,191,53.42,April,2021,James Goodwill,Amit Sharma
PharmaPlus,France,Nice,Retail,Vaccines,27562.73,174,147.36,October,2024,Linda Grey,David Garcia
HealthKart,France,Marseille,Distributor,Analgesics,16641.76,102,160.01,March,2019,Raj Malhotra,Amit Sharma
HealthKart,Australia,Brisbane,Online,Antibiotics,67982.74,142,406.04,July,2017,Peter White,Laura Adams
HealthKart,UK,Manchester,Wholesale,Vitamins,370.87,34,12.98,June,2020,Raj Malhotra,Michael Brown
RemedyMart,Brazil,Salvador,Online,Vaccines,13285.75,102,156.79,September,2023,Sarah Connor,Emily Clark
HealthKart,USA,New York,Distributor,Antivirals,45106.32,119,422.62,February,2018,Raj Malhotra,John Doe
CurePoint,Canada,Toronto,Retail,Antibiotics,2927.12,102,34.61,November,2021,Raj Malhotra,Amit Sharma
CurePoint,USA,Chicago,Distributor,Analgesics,3871.99,13,336.76,February,2020,Sarah Connor,Amit Sharma
HealthKart,India,Bangalore,Online,Analgesics,5631.03,34,147.69,July,2024,James Goodwill,Robert Wilson
LifeCare,France,Toulouse,Distributor,Vaccines,29084.36,120,208.5,February,2022,Sarah Connor,Robert Wilson
BioHealth,UK,Leeds,Retail,Analgesics,22841.49,53,422.69,March,2017,James Goodwill,Sophia Patel
CurePoint,UK,Leeds,Wholesale,Antivirals,80575.61,158,489.7,February,2021,James Goodwill,Laura Adams
HealthKart,UK,Liverpool,Wholesale,Analgesics,12513.95,53,213.9,June,2024,Peter White,Priya Mehta
HealthKart,UK,Liverpool,Retail,Vaccines,13825.67,31,445.44,December,2024,Linda Grey,Sophia Patel
Apollo Pharmacy,Australia,Melbourne,Retail,Antibiotics,49839.69,190,232.43,January,2024,Raj Malhotra,William Lee
RemedyMart,Australia,Sydney,Wholesale,Analgesics,2617.35,54,45.17,June,2019,Raj Malhotra,Laura Adams
HealthKart,Canada,Toronto,Distributor,Vitamins,2965.21,14,236.95,September,2022,Raj Malhotra,Michael Brown
HealthZone,Germany,Berlin,Distributor,Antibiotics,21858.41,53,403.94,July,2019,James Goodwill,Robert Wilson
MedLife,Brazil,Brasília,Wholesale,Vaccines,15327.13,191,68.78,May,2019,Linda Grey,Amit Sharma
BioHealth,India,Bangalore,Online,Analgesics,1142.41,8,142.99,May,2022,Peter White,Priya Mehta
HealthZone,Brazil,Rio de Janeiro,Distributor,Antivirals,2702.89,34,75.58,October,2017,Linda Grey,John Doe
RemedyMart,India,Bangalore,Online,Analgesics,10310.82,75,143.06,September,2023,Linda Grey,David Garcia
MediStore,USA,Houston,Online,Analgesics,1871.24,185,10.07,April,2022,Raj Malhotra,William Lee
LifeCare,France,Marseille,Online,Vitamins,57572.25,154,360.37,June,2024,Peter White,Amit Sharma
PharmaPlus,France,Paris,Wholesale,Analgesics,25394.57,87,295.8,May,2020,James Goodwill,Laura Adams
BioHealth,Germany,Hamburg,Retail,Vitamins,19236.72,134,130.94,April,2024,Raj Malhotra,William Lee
RemedyMart,France,Paris,Online,Antivirals,82746.32,157,466.13,July,2024,Raj Malhotra,Amit Sharma
MedLife,France,Nice,Online,Antivirals,17336.48,107,142.49,October,2023,Sarah Connor,Priya Mehta
Apollo Pharmacy,Canada,Toronto,Wholesale,Antibiotics,58042.45,172,290.19,April,2024,Raj Malhotra,Michael Brown
LifeCare,USA,Los Angeles,Retail,Vaccines,13212.39,51,222.57,July,2017,James Goodwill,Emily Clark
BioHealth,Germany,Hamburg,Wholesale,Analgesics,56183.93,112,468.8,December,2021,Raj Malhotra,Robert Wilson
MediStore,France,Nice,Wholesale,Analgesics,50138.43,145,346.64,July,2019,Raj Malhotra,David Garcia
